order_id,products
2786013,33352
2786027,19894 37141 7179
2786046,31553 31717 5025
2786080,24852 35900 48808 6046 29487 21410 36685 32141 33508 35921 8481 4605 26172
2786096,18811
2786104,25570 13740 403
2786105,21903 47626 41950 47209 43014 10880
2786214,19311
2786246,47672 47766 23644 27086 34668 16249 12013 9510 3020 21137 45436 24838
2786253,11266
2786258,13176 27966 40063 47626 46979 21903 9839 21137 4920 47042 28756 40706 38274 30391 17429 7781 40516 44632 14633 25824 38557 23102 8277 18465 14780 27104
2786274,196 46853
2786368,17771 47766 30352 42564
2786530,18618 25305 28071 27511 17429
2786538,35628 14874 24852 30183 14632 42936 1695 28617
2786633,43631 46595 12068 11233
2786673,24852 4210 16797 28476 14852 40229 22035 24964 18027 27845 29487
2786684,39947 42240 32650 8859
2786690,13176 27966 47209 24838 24082 5077 39928 7559 43086 21137 31717 20113 27845 46667 43122 47229 45007 24964
2786718,33754 16797 38689 35547 14947
2786753,1511 1890 27521 49235 28985 10749 33352 26209 16797
2786884,24852 47977
2786948,6383 32864 24852 14874 21614 32689
2787012,14084 26165 16501
2787098,15518 47209 48628
2787201,4635 41301
2787221,12672 12817 44375 6201 5729
2787224,36011 24852 1559 18926 16797 27086 46906 11448 31533 24799 21903 2086
2787239,43721 39177 29447 4828
2787284,27388 27924 16234 45619 17769 33827 24644 30696 35762 3126 15424 25691
2787308,17122 31981 28199
2787360,44116 9137 23102 18721 28199 25371 32619 31215 24850 33894 34146 40469 45767 25279 35112 26505 26278 4812 6128 46946 24706 9124 40454 21137 41803 31504 10914 17316 46275 2972 47570 39275 24413 10690 37145
2787571,28934 21903 18027 28613 35951 24852
2787766,46676
2787861,35221 44632 2473 22556 43352
2787932,21903 31964 19057
2788023,21108 19660 20754 33120
2788088,38444
2788210,29615 13866 39982 39581 1940
2788292,24852 46820 5258 7484 28058 46047 25718 47912
2788335,13176 5212 27845 47209 49235 30949 23219 40198 7781 20899 30385 11140 8277 43875 39216 14211 42265 18362
2788388,19213
2788413,8475 5077 30038
2788438,15424 42360 6631 25952 3179 13966
2788491,11494 21903 34466 24852 21463
2788507,24571 30135 12496 24852 49495
2788529,23217 14399 47509 44267 18150
2788553,13575 38928 45920
2788588,12794 23012 6155 28993 9875 18779 43564 4210 12920 47366
2788651,13176 30391 27845 48775 19875 9839 5876
2788756,24852 5884 15258
2788775,18523 33232 28985 21462 2966 13772 21683 26634 46802
2788937,9411 12545 45007 21137
2789018,24852 13417
2789093,24852 4942 6383 41950 8175 432
2789193,20298 9294 33232 38582 14114 34234 35752 36527 42174 10892 26040 44085
2789218,4942 49505 27985 36107 26384
2789290,26209 44632 44142 45007
2789314,47156 13176 19660 37067 37335 5015
2789472,36651 8424 26209 47766 40706
2789483,13176 27690 37646 9480 12341 36724 3952 22825 14355 27086 36389
2789572,44172
2789623,21948
2789639,21709
2789644,26654 17871 39409
2789689,39928 39119 5514 22825
2789695,24759 329 6146
2789739,47766 33572 41950 5212
2789740,20082 16185 42701 35628 16965 8087
2789774,None
2789824,27726 1940 47766 29594 5535 3999
2789847,31231 34028
2789959,24443 46616 6567 47626 23579 43356 17461 43662 8309 21137
2790000,47209 46047 45603 39276 48205 3583
2790071,27845 38374
2790118,9405 33909 29487 49079 47626
2790211,13176 35221 11182
2790255,35264
2790264,4724 16797
2790283,24964 21903 25890 8424 24830 46667 35530 6104 49236 13852 22825 31717 46979 20073
2790294,47611 19348 24852 34586 43279 41488 1017 38563 6128
2790393,24852 21903 41593 43192 30442 29195 3583 48623 23233
2790422,28448 24852 38051 15174 45763 23102 43218 2846 17794
2790492,329 13176 18531 31717 19678 27454 49157 49235
2790549,21137 26165 21903 5785 11140
2790560,36425 28836 27652
2790643,13176 45007 35921 19894 39928 47209 10798 37718 8277 22035 48679
2790667,47766 45603 30385 31717 24852 16797
2790695,4793 33787 13176 29447 28476 1215 21137 19057 22963
2790736,40722 5025 32291
2790753,5479 39275 21288 41860 21137 12384 40852 37067
2790774,35921 20995 17461 18918 48679 27156 49175 48848
2790867,778 19660 20114 16759 14678 38293 13176 28242 48679 26209
2790896,36624 9840 29400
2790937,24852 7054
2790946,29447 13176 48415 5450 34668 21137
2790993,47766 42637 2210 27086 18362 14127 13176 1234 9339 34243 27521
2791027,11712 12341 27966 12845 11777
2791105,17341 25422 24239 4920 2974 9076 4605 21137
2791158,6825 29848 16797 7778 25804 19863 41453 44487 19604 7693 2854 17122 46522 46402 28241 5928 7571
2791240,24852 35921 17703 37646 40174 25146
2791256,19348 47209 21137 40310 24799 21903 19057 34217 30489
2791290,12785 41583 2525 928 47626
2791306,40174 13176 36127 45064 29594 21137 42383 27044 162 39216 18465 31964
2791344,24852 30489 32740 17191 36126 44910 35213 40604 47792 49235 21616 31612 27845 28204
2791373,41840 39529
2791386,1071
2791434,15950
2791436,5161 13176 17461
2791477,21137 24852 47766 36695 43014 27104 42265
2791480,13176 14891 35121 4957 5547 10351 42680 30233 38273 17668 47209 33754 5876 38274 42637 4799 21174 42342
2791567,11707 21162
2791600,21137 45007 11140 47209 24838
2791775,24852 47766 42515
2791917,12508 27532 4942 24852 46167 17872 48527 35042 4252 261 38739 16185 18827 35193 32755 35163 12839 28156 45121
2791951,27845 5115 24852 40604 5451 42585 21616
2792036,49520 21709 26620
2792059,6137
2792131,29852 16870 47766 7781 10885 45106
2792179,39190
2792273,5450 27966 3957 14371
2792393,26209 37646 17878
2792567,40156 45007 31555 21903 47209 40604 17794 890 37496 1999 28985
2792650,39408
2792709,27966 36107 5782 4210 10673 9076 28 21288 46676 16185 7963 44683 41771 21793
2792780,31720 44008 48857 21137
2792856,22963 13176 47209 41950 21616 34217 24062 44359 45007 22935 30489 46990 16759 31717
2792923,43209 22695 24649 20561 17518 7860
2792952,49683 13176 21616 4920 34126 8424
2792965,24852 3090 3957 41950 26209 42768 39928 46226
2793004,43821 37508 47573 27966 44310 13176 10749 33846 47209 49075
2793033,35163 3579 29388 1140 1618
2793066,13176 24489 19660 6740
2793129,40706 37067 29594 25659 1940 21626 44560 8467 20406 46979 35503 45210 16083
2793148,13424
2793266,39363
2793291,None
2793299,42450 37067 13249 20995 45123
2793401,19348 35417 32478
2793407,24852 15902 43772 46818 14999 47626 29487 40208 47717 11826 33234 8358 7247 15424
2793426,24852 29388 21405 41950 48179 14084 14074 30391 20842 22720 19057 46979 44359 20520
2793446,13176 19741 21137 21376 39275 34217 26369 18362 32403 47766 47209 14633 30489
2793498,24852 31398 33026 29848 9387 45 47626
2793516,None
2793594,47766 37687 47029 7916 24631 33120
2793673,9737 38739
2793681,31218 43295 25146
2793787,29447 8061 20327 24852 11497 24177
2793800,26790 5451
2793889,47119 28427
2794023,2962
2794027,21261 3107
2794074,34244 47209 22367 24852 47977 3873 21137
2794133,38200 30808
2794299,329 6348 4410
2794302,21616
2794324,37119 24852 1940 21903 35628 37687 8138 21137 13176 10132 47144
2794374,3873
2794524,17330 16275 11869 41131 40795 47031 6137
2794535,33716
2794573,10026 26714 9122
2794623,1463 48142 14680 43523 8475 29487 196 21554 16696
2794677,38200 19809 19171 17334 32691 1752 33548 28281 40592
2794697,28204 24852 22035 7503 47156 41010
2794881,24852 48666 30385 1511 21903 28373 27845 47626 30489 22035 6291 23695 40706 47766 5550
2795084,31981 3919 28441 14493 459 40310
2795292,24852 28985 9076 23288 47626 27325
2795312,47766 38383 42719 32689 432 21903 21137
2795374,11520 5450 45007 30489 19240 27104 28204 260 38273 16868 44359 39928
2795387,25890 47626 8424 37971 26209 36011
2795416,24852 11310
2795477,13176 45603 5876 39877 30391 2966
2795478,13176 39928 47209 26949 27104 27521 46755 21903
2795566,13176 8736 41212 38205 26452 6287 8138 45603 30391 28985 47766 27573 19443 23634
2795688,22475 24852 24914 34487 47890 47962 32864 31878 8424 8380
2795715,24852 38689 25705 40706 5077 1468 24184 4920 45249
2795738,24852 39475 47766 22089 7781 16797 42585 34137 25513 4605 9507 46206
2795748,24852 21903
2795759,47141 28597
2795804,27845 24838 47156
2795829,13176 39475 20842 17794 21903 45123 38293 13660 18465 47626
2795888,24852 5013 25706 9175 14509 39275 5069 47735 21137 47626 34909 2708 42460 11440 39507
2796081,13733 49683 37067 37866 16209
2796113,8571 16797 44371 5068
2796119,1463 37011 24004 16020 16223 20955 5077 39993 42460
2796128,24852 45066 33352 46654 21903 18523 18362 47209 40706 22935 10895
2796202,25931 49683 39993 47209 43295 19057 1890 27966 2091 35547 47626 9741
2796370,13176 29447 19248 27966 14491 41220 42244 5876
2796477,22028 6793 35561 13535
2796508,5038
2796548,36802 7349 36086
2796593,16234 10851 14999 24701 33000 13176 48370 46692 16759 21376 21573 41665
2796603,37141 4942 14126 46325 30489 26032 26452 37158 46906 21417 35503 35887
2796642,13176 1940 21137 22963 47788
2796687,19057 21903 27845 49683 34243 21910
2796714,14853 13176 47209 17652 41220 34126 39877 5876 30489 6631 17461 8193 5373 44570 42701 21137 45007 26790 34969 2450 44359 5959 4920 38890 31717 49683 20255
2796725,11821 10768 41177 11520 22935
2796827,27845 10831 27966 31371 35547 21137 31292 25931 39275
2796841,19691 30827 27790 3265 6184 8048
2796846,4793 47209 26790 13113 5077 44910 3599 5876 14335 6348 12456 35951
2796899,26209 41999 22935 3631 12545 34126 21137 4658 43086 7963 5450 25199 11193
2796909,5258
2796942,24852 38689 47209 37646 37188 2825 11140 45223 6104 46584 11777 18362 24964 18656 22935 45007 15290 30391
2797047,11520 28985 26856 5991
2797081,47209 39275 5876 21903 28476 39928 42579 46667 30391
2797141,31717 39812 40826
2797253,877 11520 38739 36360 15950
2797274,40174 37646 41787 24852 47766 36695 2429 48679 26209 12075 47209 4962 16797
2797308,44765 24852 36011 28204 14992 21903 47626 28849 45007 24263 47766 47717 39928 12320 25340
2797316,28196 19605
2797380,13646
2797383,None
2797440,5158 23909 31394
2797500,17122
2797644,30285 21584 39108 29545 17981 25804 12621
2797677,45007 28985 47209
2797720,13176 47209 16973 8174
2797778,43693 24852 35147 44683 27156 24184 28842 29138
2797780,38374
2797919,13176 8277 20082 41658 5550 22825 43122
2798075,24852 19156 26348 17341 42394 47366 16797 11154 12341 21131 21573
2798077,3896 24852 11129 37754 47766 21137 27695 4809
2798160,23909 25890 13560 28842
2798183,44056 35921 9387 17316
2798203,38662 15592 44053 38275 21903 30391 45007 31562
2798267,13176 24799 8277 21903 27966 19677 1700 47209 24964 9839 22935 38557 19660
2798303,24852 28842
2798342,32655 24852 47766 27966 20327 21137 43122 36606 38192
2798366,40691 11520 17794
2798368,33787 35951
2798403,22802 21288 46061 43744 4920
2798414,31439 47209 26209 46755 47626 27845 8518 11777 21903 22825 24964 41690 24838 48104
2798419,28535 43295 21070 21903 48110 6748
2798458,329 13176 36651
2798491,46906 21376 21019
2798662,49098 4986
2798689,24830 28572 4472 44359 14947 16753
2798726,7325 31720 45007 19048 43789 11520 17281 27104 6457
2798838,9006
2798863,13176
2798876,7898
2798993,4595 3999 24852 17318 581 4920 42625 3056 36386 8195 17556 35395 27722 49505 48534 44799
2799002,27845 31506
2799007,45787
2799070,27845 13176 9138 35535 37646 39928 33788 43122 28476
2799087,24852 27966 47209 45007 45603 43961 21137 8277 31040 30489 30391 30233
2799144,49544
2799169,None
2799176,13176 39877 35946 47029 2716 21903
2799179,21938 29487 1511 5212 41787 1408 16797 20842 26209 48205 39877 24852 42244 31553 47766
2799230,24852 41714 23102 38544 3529 21737 31469 27845 37003 6532 35921 4753 41290 41517 43117 33565 40708 14852 16900 16797 49235 36307 41120 32689 27104 4137 24279 29628 30169 30591 44167 36278 38200 9411 30696 30192 46097 9076 40174 46041 9551 46595 27794 14218 48205 36956 36763 34362 36695 39032 1090 36838 38729 5268 20604 4562 41453 26863
2799235,27845 8277 4781 24852 11352 33303 47209
2799247,19068 46654
2799321,13176 47209 39928 27966 21903 2091 45504 21137 12036 5015 8277 5876 39475 49683 24964
2799398,47912 8424 49520 45066 31615 12674 33120
2799401,45007 29405 13176 41642 6132 1940 14992 25466 22006 49533 39441
2799410,24799 33055 21903 8309 24852 28204 47209
2799474,6182 21137 10017 40706
2799502,21137 12341 13176 27966 27845 43295 41950 9839 26209
2799574,27966 20995 48015 27730 9429 3732 12508 49235 33373 10673 31960 39275 26604 24852 15200 45106
2799625,27086 17630 30949 48857 28204 34969 27845
2799643,24852 18523 21903 5161 44632 34217 16797 8555 43858 22164
2799649,21137 48577 43486 33000 27966 4920 28289
2799660,44142 21573 18564
2799687,12341 13176 49235
2799712,24852 13565 4847 21303 35951 1360 32665
2799730,9864 35336 48171
2799736,8571 31805 16283
2799805,45596 39190 33351 46969 45723 43961 18272 33198
2799807,33572 13176 21137 47209 46979 39928 9534 37067 40706
2799821,11737 31288 10912 13176
2799828,7781 40001 21137
2799864,43154 13176 27172 2820 47766
2799915,18465 12341 25653 33572 39928 33719
2799941,35321
2799997,30984 34217 35370 2435 16174 47766 37266 21449 40587 325 40348 25931 1185
2800015,5785 49235 24852
2800019,24852 21903 32864 8518
2800077,24852 25890 35108 47766 21903 30489 28985 21376 11777 49610 44910 10603 16797 19173 28842 7175 42016 34284
2800141,24184
2800198,14175 4210 10957 16696 33452 35286 21886 27356 46686
2800276,24852 9124 16797 30169 25890 32446 4605
2800283,13176 47766 6623 39009 35045 35909 26412 4920 9817 27344 27841 24838 17872 49683 10673 29471 32684 26709 45066 47145 18346 27966 15976 36538 12980
2800294,5479 35547 21903 32230 5646
2800390,1560 23288 19660
2800411,8571 47788 32455 11759
2800413,None
2800452,21616 2344 45007
2800513,13176 27845 27966 37464 30489 5479 21614 45 16321 18465 12016 47766
2800565,24852 30425
2800592,46676 24852 6046 48679 21508
2800611,24852 11182 22273 10749 8518
2800659,24852 48679 43295 11140 5450 15290
2800683,34358 26209 18829 22384
2800724,36438 47209
2800738,47521 20380 17835
2800787,24852 38689 32831 37388 27086 11005 20738 48726 29623 45066 18828 47029
2800792,19660 24852 24830
2800795,38689 37067 47209 48628 24385 12324 162 25043
2800797,26790 35628 35425 3957 27966 6347 33120 4366 18689 18362 13661 17789 23634 12452 5876 7413
2800889,17191 41860 22509 35530
2800962,33147 13176
2800989,None
2801018,26131 39475 21607 42536 47912 37029
2801024,39275
2801051,27086 11520 24852 22829 16262 9178 43760 8138 5463 47626 5015 32112 14761 21267 38944
2801130,13176 34270 8277 27845 21137 46979 39275 48679 9839 47119 15995 27522
2801146,16797
2801194,40146 13176 34969 38689 26683
2801238,48154 39993
2801261,8467 13176 16083 27845 21903 38689 47626 8424 22260 13646 6104 39984 30391 22035
2801301,5785 48755 44632
2801337,29509 26604 11777 1700 40997
2801366,36865 8277 20899 13263 13176 4793 4962 17630 5575 39180 27845 11068 38544 5550 22825 27759
2801380,15551 45437 30756 20082
2801392,47766 28373 23288 25305 25466
2801431,15952 39046 5077 33894 45443
2801521,21497 38689 39527 24680 29487 29603 33527 49175 3376 22963 8021 32919 28928 27596 38453 30290 12341 2295 26497
2801551,19057 16759 27104 34197 37067 34551
2801598,24658 36691 46757
2801644,27966 21137 42803 21616 32703 47209 33736 13176 8197 38313 36695 38544 39928 26790
2801669,32403 40571
2801788,6184 21903 18615
2801794,37141 3849 4920 1158
2801872,42342 33198 45066 8277 13176 44359
2801990,27845 11520
2802012,4472 50
2802055,7521 37067 33754 47209 6348 34969 5785 21137 10761 35004 28745
2802061,27966
2802146,21137 19154 10749 2748 10912 22935 32691 37687 29993 45504
2802234,1680 34355
2802280,21137 31717 23181 21903 48679 47900 46979 5646
2802344,13176 23288 1194 11109 47209 49235 14233
2802418,21903 33768 21525
2802439,43352 12341 21137
2802507,21242 27086 39560 6155
2802571,34128 16083 32478 21137
2802678,38689 36758 21137
2802730,38928 13575 196 26348
2802856,24668 21288 43945
2802934,47788 25570
2802985,20854 41665 10749 20114
2802987,16283 8571
2803057,11494 22828 48821 34755
2803077,329 19057 13176 19875 47766 47626 15872 8138
2803252,24852 18606 16290 43967 42719 40063
2803273,41715 16900 8908 36011 9387 47185 24852
2803293,5077 34234 47931 19766
2803359,45437 45603 38515 25466 2480 11520 49201 26790 39216
2803382,196
2803407,41165 47766 35715 31717
2803455,7103 19710 20082 15286 33301 38739 41787 44570 43352 14161 38200 12384 34637 6187 40009 37318 47163 48205
2803492,24852 32080 25466 48823 45064 38739 29886 32689 48299 4137
2803569,11619 35782
2803629,15905 6438
2803656,23909 5636 25457 16965 28977 3114 15539 16696 49363 41492 31808 2703 25065 37611
2803745,41658 21872 34927
2803751,24852 25890 8424
2803904,21525
2803964,23315
2803987,13176 6184 19691 42265 35561
2803999,14853 39739 15399 13176 43908 7314 40723 24160 35363
2804061,25272 13176 49235 47626 28985 20114 47830 4605 25890 39947 34243
2804175,11123 13176 27966 20574 615 1158 5584 21903
2804185,8859 18465
2804360,21938 46667 20734 17999
2804361,27325 9047 37774
2804378,1541 49683 5818 28842 29615 47766
2804394,5077 22105 5456
2804411,24852 45 32689 5025 20842
2804429,38928
2804444,24852 28985 24184 43643 21137 43768
2804534,5258 30720
2804560,45948 47144 5449
2804623,13176 47766 20842 22825 3819 5612 26209
2804632,19828 10473 37710
2804638,3594 5744
2804641,4605 21137 5550 43249 47209 41787 25890 14992 38028 11777
2804658,39299 16994 24852 45066 26790 49192 35503 10528 5077
2804682,4357 16254 34 47144 36714 27325 3896 16864 44560 16848
2804683,19057 12916 42342 19019 4210 3896 13541 38293 33590
2804692,38689 16768 33768 16797 26604 23644 32869 40706
2804744,10070 19213 27966
2804802,4210 10078 26348 45185 11284 6128 35507 6647 6052 27395 25146 36441 3562
2804809,22021 48833 45588
2804891,14084 6046 20114 21903 5450
2804993,47766 23909 33819 39032 34969 16971 4605 25824 3919 29993
2805011,16768 28204 27958
2805034,24852 22825 8277
2805075,None
2805092,45840 37067 29118 8859 41658 8424 38028 33352 45681
2805130,43122 21137 47766 30753
2805181,47977
2805242,26165
2805301,38768 13176
2805328,24852 39581 3990 28204 25691 24658 30233 38775 17008 21512 16797
2805346,36011 5077 45066 27521 11520 30169
2805411,13128 15554
2805418,20247 5479 43295 49235 21137 42265 9387 26604
2805425,21709 49520 2717 44632 26620 47504
2805712,19048 37687
2805754,35951 28204 32864 18465
2805869,24024 25670 35921 45 12756 41950 47209
2805883,38734 28985 13176 4097 45007 27966 33731 34668 5258 47209 41177 49005 14592 31720 15613 36735
2805897,34969 33198 46654 31553 27521 42585 21137 37067
2805933,24852 47209 22935 1463 7350 40678 21137 34126 24964 10749 12745 25197
2805944,39275
2805971,11440 46820 31288 45066 49683 21137 6046 26723
2806105,13176 2966 27548 47209
2806129,19660
2806145,196 13914
2806154,27960 39276 31717 15872 29013
2806160,10017 10343 20345 47766 21903 45066 11440 47144 26177
2806207,14947 24852 48705 47626 30696 49520 43227
2806219,13176 21137 5785 35951 24024 10749 7175
2806387,39877 13176 23535
2806402,4605 22828 34949 34358 29487
2806436,45835 21903 47209 10252
2806478,5612 13263 6187 43352 47626 44632 260 5450
2806555,47626 34358 7969 4605 33986 329
2806587,49191 4472 21137 17872 10163 37766
2806728,35029 21903 35140
2806747,29447 24852 16797 11777 17795 19816 28985 4605 31343 42828 4957
2806800,31651 13176
2806866,16696
2806912,24852 24024
2806945,7963 14074 8103
2806971,23322 5093 22959 33516 36239
2807003,7252
2807066,24852 46906 27086 40706 27966 18362 28199
2807184,44257 1781 39115 5357 22240 28679
2807187,47900 21137 13176 34262
2807212,None
2807228,14366 18606 49488 27325 28204 7780 4097
2807232,39108 47209 11182 7806 11520 45603 30489 39947 1463 4472 27521 27470 11109 21903 27104
2807273,46681 20345 12075 31792 11182
2807416,24852 21903 42585 47626 30489 9076 8424 44514
2807417,19348 33768
2807447,13176 38383 47209 19057 44359 41220 18234 21137 22825 16759 5876 11520
2807475,28572 24759 21137 32566
2807498,24852 40852 42768
2807503,9623 43279 42388 33452 4313
2807547,29574 23835
2807571,13176 1511 46584 42828 45007 21137 40310 4920
2807579,2120
2807601,18150 40199 20555
2807678,24852 4920 28221 12785 33651
2807693,45603 36339 21009 28226 46616 42828 14764
2807738,13176 32655 21137 13166 30561 42445 31640 35561 46667 42701
2807829,11123 31231 35221
2807964,8859 4006
2808033,2732 24035 29691 12196 24852 19821
2808068,19173 5262 1235 24852 27985 47209 28204
2808137,39877 31371 8834 46906 13629 4920 24184 4796 17660 47626 4605 5618 210
2808151,23909 6166 21115 12914
2808369,21903 13176
2808410,47766 34466 41787 11777 21709
2808507,39739 47209 39877 1240 30814 15063 14074 29118 11224 27900 27521 30122 14084 45007 9534 34969 16314 38312
2808533,14999 12667 7628 39646 34358 28572 15780 4562 3990
2808655,2022 35782 33065 39877
2808673,35914 26698 2977 43631
2808739,16696 2481 39947 137 49227 22667 32467 36106 15776 36551 39041 41950
2808755,44632 34270
2808766,13176 17272 39643 30795 19112
2808780,24799 43662 28465 30563 36865
2808837,41149 18531 8230 4799 47766 19660
2808841,34050 11367 17706
2808849,30635 13176 30489 12980 48364 8174 27548 43122
2808866,24852 6347
2808877,44624
2808984,27730 43504 13176 34969 5550
2809019,27845 21288 37067 11224 47209 12395 39928 5015 9203 8710 45007 39578 9550 33443 26604
2809056,47766 19660 42445 35425 15008
2809231,31964 18531 5077 49235 30776 21137 4920 24964
2809290,17924 43352
2809379,30489
2809395,37710
2809466,38689 5262 21903 13176 16589 37067 5100
2809488,24852 28156 47766 5063 5876
2809670,4995 33153 16044 27629
2809683,1181 24852 19977 10193 24355 33090 47626 47861
2809722,43475
2809762,27086 13176 37022 12935 34197 27695 36680 16089 22935 27521
2809776,26604 42139
2809778,18362 6774
2809834,None
2809891,38739 47626 5025 21077 49324
2809907,24852 11440 27086 28204 16797 4778 47626 28571
2810001,23341
2810069,13176 21903
2810178,47209 13870 18184 8112 40706 47258 41950 12357 13176 26369 28199
2810218,24852 37722 27966
2810229,16797 41787
2810288,18534 35163 15293 29487 16607 1396 3318 6046 10388 35622 26412 12779 23288 38038 15100 6022 19505 37067 39276
2810289,11422 44393 27966 43295 28601 21938 35363 20734 29009
2810312,24852 17668 39216 6187
2810375,4942 27966 18135 37311 46817 47626 49235 22620
2810421,38557 27845 32655 45007 46979 17915 37665 49235 28204
2810448,27960 26604 43352 21903 13176 21386
2810502,38357
2810513,16759 5115 8424 18814
2810519,24852 35951 5115 21616 28156 47626 32486
2810538,13176 30391 29475 21903 2086
2810548,27966 43352
2810614,41400 32455
2810640,35548
2810729,31231 11123 25466 21709
2810744,13176 21903 19057 21137
2810790,40691 17725
2810844,5785 13176 3896 47734 21137 21405 1323 36011 39877 4097 3952 41950
2810905,14999 41273 5750 48705 5077 41213 21927 1940 24838
2811020,45066 30391 24852
2811026,23909 8859 40723 24852
2811028,20448 16797 27845 12476 30720 25588 8803
2811039,13176 49520 8204 42964
2811091,37687 36557 42265
2811125,47977 10690 36316 45004 34160 29503 47877 2974
2811173,21137 27845 41658 19057 23375 27548 34688 8758 17461 47766 47209
2811274,14233
2811299,25272 39190 45066 28204
2811305,23955 24852 3397 36724 14780 9076
2811338,2152 32644
2811569,31717 11520 27104 30391 21903 27966 26940 44359 39928 26604 34243 389 13176 38751
2811577,21137 2748 40852 1234 8277 4451 43086 47209
2811636,25852 27845 46906 45066 45445 21137 40120 3599 20282 19677 42093 30489 44008 24852 18465 40268
2811721,14233 18531
2811737,25664 9068
2811770,44187 25836 40174 40214 34358 21410
2811797,27521 35951 22935 10749
2811800,10310
2811889,13629 17949 37646 4605
2811928,None
2811952,19057 47209
2811962,21903 29118 46979 30489 49273 27156
2811974,18747 32439 42731 6195
2811999,24024 47464 24852 18465 47766 32139
2812019,24852 13083 1700 15290 41719 21377 39134 32605 36170 29392 4428 35537 32211 33508 33845
2812122,32204 21903 24852 47766 5115 47144 14870 26209 19057 4945
2812302,30233 1940
2812339,31720 13176 10749 42445 30391 41220 21137 33000 22935 27521 41950 34126
2812364,23418 44085 35989 24142 32734 10957 45007 4605 48290 3861 31589 24852
2812383,13176 37646 48335 45066 38557
2812421,49683 45570 46979 21903 47156
2812473,47766 3826
2812534,21137 17044 34668 24852 5785 3855 34969 3479 36036 8021 24184
2812587,24852 11777 37687 14467 16490 28204 36865 21903 42828 19049 42091 17944
2812738,38739 30391 24852 8436 17600 30696 30222 24561 21137 30233 24004 1463 3765 26922 27966 10749 44843
2812741,46990 19348
2812791,19348 31343 11073 29487 4176 10478 44267
2812834,43352 12341 13176 5068
2812951,37553 37849 6274
2812993,39180 9405 25330 33754 4957 19251 36735 28934 45679 24852 44632 13740 3599 23765
2813172,3389 21709 16696 48335
2813182,13948
2813190,11712 4920 14702 9426 26369
2813211,24852 34991
2813371,32747 49247 46877 40825 49683 16637 47766 12980 1757 28985 48205
2813384,41220 3066 24852 43136 4332 17794 8490 24333 48679
2813456,16797 17872 5876 27662 26209 34358 46650
2813556,44008 21903 23909 38689
2813598,40939
2813672,14870 46654 21137 24852 45104 16797
2813695,16087
2813696,47209 40723 35951 8277 49241
2813730,19660 39928 44359 17794 15290
2813841,12606 31102 23417 33957 13029
2813856,5077 17600 16797 47766 47209
2813877,19348 26497
2813991,23288 40723
2814010,45504 21137 13176 9515 21903 22825 44359 34050 30391
2814039,3664 13396
2814133,13176 21903
2814139,47209 6104 17794 34668 27845 42680 45948 24852 27521 260 27966 41720 21137 10126 43961 27104 12872 16145 10132 21903 6873 48058 22825 30489 36389 43122 40199 40706 26283
2814184,22309 22795 38028
2814208,27307 49615 41290 24852 45793 23410 28199 15129 36108 23313 24024 24203 13654 1247 5097 40299 30546 27590
2814303,24852 28373 7781 24024
2814368,5479 11143 47209 7780 38430 21462 28204 13512 47144 40268 21938 48210 34121 37103 1879 43961 14766 36550 22721 5764 2966 9550 17835 26315 2086 48628 31663 21704 39619
2814385,44570 21903
2814398,27250 1940 21137 38159 19048
2814419,26187 26309 22993 30662
2814442,43565 14999
2814484,19173 47626
2814663,18465 27156 48825 311 37687
2814700,2855 22969 24852 35305 8277 35364 28985 43122 46082
2814734,24852 29640 16797 40332 17616 5422 4289
2814797,47766 38218
2815016,27156 14084 20995
2815048,39236 47912 27744 1463 36695 21137
2815125,30353 24024 24273 5077 36316 44245 4577 25443 10957
2815149,23543 41950 28226 30027 35535 28849 39990 28601 25146
2815208,24852 47119 12968 28754 44548 22151 16953 21635 14403 48746 287 7963 37766 11009 26620
2815211,18439 37215 40310 34986 19660 8536 8732 27528
2815245,14715
2815282,43352
2815283,46584 14218 8424 4920 44275 45066 39121 42828 42585 4605
2815294,24852 26452
2815340,37561
2815344,20999
2815368,14165
2815445,24852 25706 3990 23917 42460 27237
2815450,45066 28199 24852 10089 37766 19820 13176 23377
2815545,24852 37940 6340 25804 14502 5077 34027 9387
2815609,39581
2815673,8138 32403 11182
2815684,6184
2815691,29315 23341 41640 28968
2815744,24852 1940 41787 10831 14870 26346 36695 39275 45066 42265 33468 7559 21616 24964
2815875,None
2815934,14084 4451
2815939,13176 44632 27548 47229
2815957,13176 39947 16757 13712 26209 26683 12576 44359 8174
2816045,24852 45066 47766 20114 20255 21019 38383 28842 21938 24799 17461
2816062,24852 30720 24954 23375 2825 5479 41757 10305 21137 10749 30305 37687 45674 16349 10504 42265 11078 32030 27104 34557 12745 49383 117 42342 33731 7781 19057 12341 27966 5450 16185 10768
2816143,39180 22825 25890 35221
2816155,41290 34423 47626
2816175,47209
2816343,21903 33198 39877 13176 22825 49 40723 45007 44359 43772 37067
2816483,39108 27845 38452 13176 15273 22035
2816490,6431 11520 45081
2816564,24852 49683 24184 30442 28123 35108 39748 29487 8518
2816568,20266 15925
2816575,40174 27086 9387 5841
2816594,44156 27086 1463 40310 8424
2816665,47766 46003 3464 42828 43961 33037
2816689,38889
2816731,34969 46979 41808 7825 24239
2816737,38185 42972 1313 20114 10613 5732
2816739,9018 5728 38490
2816761,11865 37935 32578 23695 13807 39180 11512
